,sub,prolific_id,elic,p1,p2,rtime,out,cfout,cho,corr,10,trial,cond,cont1,cont2,15,16,17,rew,sess,op1,op2,ev1,ev2,catch,25,26,dist,plot,dbtime
7393,3418277524.0,,-1.0,0.6,0.4,1276.0,1.0,1.0,1.0,1.0,1.0,40.0,3.0,6.0,4.0,9.0,11.0,-1.0,13.0,0.0,9.0,11.0,0.2,-0.2,-1.0,0.0,450254.0,0.0,0.0,
7394,7279099150.0,,-1.0,0.8,0.2,1486.0,-1.0,-1.0,2.0,0.0,1.0,24.0,1.0,8.0,2.0,5.0,1.0,1.0,-7.0,0.0,5.0,1.0,0.6,-0.6,-1.0,0.0,630005.0,0.0,0.0,
7395,8364843592.0,,0.0,0.7,0.1,1282.0,-1.0,1.0,2.0,0.0,1.0,4.0,-1.0,7.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.4,-0.8,0.0,0.0,204363.0,-1.0,0.0,
7396,2683683758.0,,0.0,0.2,0.7,1921.0,1.0,-1.0,2.0,1.0,1.0,29.0,-1.0,2.0,7.0,-1.0,-1.0,1.0,-2.0,0.0,-1.0,-1.0,-0.6,0.4,0.0,0.0,995881.0,-1.0,0.0,
7397,5800504404.0,,-1.0,0.8,0.2,1338.0,1.0,-1.0,1.0,1.0,1.0,108.0,1.0,8.0,2.0,15.0,4.0,1.0,35.0,0.0,4.0,15.0,0.6,-0.6,-1.0,1.0,714744.0,0.0,0.0,
7398,8563077791.0,,0.0,0.3,0.0,1482.0,-1.0,-1.0,1.0,1.0,1.0,3.0,-1.0,3.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.4,-1.0,0.0,1.0,219779.0,-1.0,0.0,
7399,1138883564.0,,-1.0,0.7,0.3,990.0,1.0,-1.0,2.0,0.0,1.0,6.0,2.0,7.0,3.0,2.0,8.0,1.0,1.0,0.0,2.0,8.0,0.4,-0.4,-1.0,0.0,471099.0,0.0,0.0,
7400,7392939566.0,,-1.0,0.8,0.2,653.0,1.0,-1.0,2.0,0.0,0.0,7.0,1.0,-1.0,-1.0,7.0,8.0,-1.0,0.0,-1.0,8.0,7.0,0.6,-0.6,-1.0,1.0,195804.0,0.0,0.0,
7401,9055610813.0,,0.0,0.8,0.1,956.0,1.0,-1.0,1.0,1.0,1.0,9.0,-1.0,8.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0.6,-0.8,0.0,1.0,296350.0,-1.0,0.0,
7402,5110469889.0,,-1.0,0.9,0.1,663.0,1.0,1.0,1.0,1.0,1.0,96.0,0.0,9.0,1.0,11.0,10.0,1.0,11.0,0.0,10.0,11.0,0.8,-0.8,-1.0,1.0,959529.0,0.0,0.0,
7403,9679844530.0,,-1.0,0.7,0.3,625.0,1.0,-1.0,1.0,1.0,1.0,64.0,2.0,7.0,3.0,13.0,3.0,-1.0,17.0,0.0,13.0,3.0,0.4,-0.4,-1.0,0.0,606089.0,0.0,0.0,
7404,7314120567.0,,-1.0,0.9,0.1,880.0,1.0,-1.0,1.0,1.0,1.0,10.0,0.0,9.0,1.0,16.0,12.0,1.0,1.0,0.0,12.0,16.0,0.8,-0.8,-1.0,1.0,441529.0,0.0,0.0,
7405,3418277524.0,,-1.0,0.7,0.3,952.0,-1.0,1.0,2.0,0.0,1.0,41.0,2.0,7.0,3.0,7.0,3.0,1.0,12.0,0.0,7.0,3.0,0.4,-0.4,-1.0,0.0,454063.0,0.0,0.0,
7406,8364843592.0,,0.0,0.2,0.1,881.0,-1.0,1.0,2.0,0.0,1.0,5.0,-1.0,2.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.6,-0.8,0.0,0.0,208147.0,-1.0,0.0,
7407,7279099150.0,,-1.0,0.7,0.3,1111.0,-1.0,1.0,2.0,0.0,1.0,25.0,2.0,7.0,3.0,11.0,9.0,-1.0,-8.0,0.0,9.0,11.0,0.4,-0.4,-1.0,1.0,633996.0,0.0,0.0,
7408,1959627339.0,,-1.0,0.7,0.3,2331.0,-1.0,-1.0,1.0,1.0,1.0,93.0,2.0,7.0,3.0,2.0,4.0,1.0,10.0,0.0,4.0,2.0,0.4,-0.4,-1.0,1.0,591583.0,0.0,0.0,
7409,5800504404.0,,-1.0,0.7,0.3,1197.0,1.0,-1.0,1.0,1.0,1.0,109.0,2.0,7.0,3.0,3.0,1.0,1.0,36.0,0.0,1.0,3.0,0.4,-0.4,-1.0,1.0,718592.0,0.0,0.0,
7410,8563077791.0,,0.0,0.9,0.2,1375.0,1.0,1.0,2.0,0.0,1.0,4.0,-1.0,9.0,2.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.8,-0.6,0.0,1.0,223766.0,-1.0,0.0,
