,sub_id,phase,p1,p2,rtime,out,cfout,cho,corr,trial,cond,chose_right,rew,sess,op1,op2,ev1,ev2,catch,reversed
12464,192489031.0,LE,0.6,0.4,816.0,-1.0,-1.0,1.0,1.0,8.0,3.0,-1.0,0.0,-1.0,E,E,0.2,-0.2,-1.0,0.0
12465,6942278939.0,SP,0.9,0.0,8833.0,1.0,-1.0,50.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.8,-1.0,0.0,0.0
12466,4291253057.0,ES,0.1,0.1,3880.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,E,S,-0.8,-0.8,0.0,0.0
12467,7583986696.0,LE,0.6,0.4,907.0,1.0,1.0,1.0,1.0,44.0,3.0,-1.0,3.0,0.0,E,E,0.2,-0.2,-1.0,0.0
12468,8526863004.0,SP,0.4,0.0,7875.0,1.0,-1.0,40.0,1.0,7.0,-1.0,-1.0,19.0,0.0,-1.0,-1.0,-0.2,-1.0,1.0,0.0
12469,9993589139.0,LE,0.7,0.3,541.0,1.0,-1.0,1.0,1.0,118.0,2.0,-1.0,-11.0,0.0,E,E,0.4,-0.4,-1.0,0.0
12470,8364843592.0,ES,0.6,0.8,1890.0,1.0,1.0,1.0,0.0,3.0,-1.0,-1.0,8.0,0.0,E,S,0.2,0.6,0.0,0.0
12471,9055610813.0,SP,0.4,0.0,2189.0,1.0,-1.0,30.0,0.0,7.0,-1.0,-1.0,47.0,0.0,-1.0,-1.0,-0.2,-1.0,0.0,0.0
12472,7370032445.0,LE,0.6,0.4,1296.0,-1.0,1.0,2.0,0.0,25.0,3.0,-1.0,8.0,0.0,E,E,0.2,-0.2,-1.0,1.0
12473,4195685694.0,ES,0.8,0.5,1998.0,1.0,1.0,1.0,1.0,24.0,-1.0,-1.0,37.0,0.0,E,S,0.6,0.0,0.0,0.0
12474,9248796743.0,LE,0.6,0.4,1211.0,1.0,1.0,2.0,0.0,115.0,3.0,-1.0,14.0,0.0,E,E,0.2,-0.2,-1.0,1.0
