index,sub_id,phase,p1,p2,rtime,out,cfout,cho,corr,trial,cond,chose_right,rew,sess,op1,op2,ev1,ev2,catch_trial,reversed
25365,777369532.0,LE,0.6,0.4,1948.0,1.0,-1.0,1.0,1.0,105.0,3.0,1,44.0,0.0,E,E,0.2,-0.2,0.0,1.0
25366,640603376.0,ES,0.3,0.1,775.0,-1.0,-1.0,1.0,1.0,147.0,,1,32.0,0.0,E,S,-0.4,-0.8,0.0,1.0
25367,2381971778.0,ES,0.8,0.6,769.0,-1.0,1.0,2.0,0.0,15.0,,0,50.0,0.0,E,S,0.6,0.2,0.0,1.0
25368,7805444822.0,ES,0.9,0.2,1158.0,1.0,1.0,1.0,1.0,85.0,,1,58.0,0.0,E,S,0.8,-0.6,0.0,1.0
25369,7206312630.0,ES,0.1,0.3,1749.0,-1.0,-1.0,2.0,1.0,60.0,,0,65.0,0.0,E,S,-0.8,-0.4,0.0,1.0
25370,7228972813.0,ES,0.9,0.1,2473.0,1.0,-1.0,1.0,1.0,7.0,,1,0.0,0.0,E,S,0.8,-0.8,0.0,1.0
25371,4351474761.0,ES,0.9,0.3,1398.0,1.0,-1.0,1.0,1.0,81.0,,1,42.0,0.0,E,S,0.8,-0.4,0.0,1.0
25372,5888205169.0,LE,0.7,0.3,514.0,1.0,1.0,1.0,1.0,47.0,2.0,1,22.0,0.0,E,E,0.4,-0.4,0.0,1.0
25373,52748518.0,ES,0.3,0.9,1271.0,1.0,1.0,1.0,0.0,103.0,,0,10.0,0.0,E,S,-0.4,0.8,0.0,0.0
25374,2493475508.0,LE,0.7,0.3,2204.0,1.0,-1.0,1.0,1.0,39.0,2.0,0,20.0,0.0,E,E,0.4,-0.4,0.0,0.0
25375,1872878745.0,ES,0.4,0.2,1042.0,-1.0,-1.0,1.0,1.0,66.0,,0,0.0,-1.0,E,S,-0.2,-0.6,0.0,0.0
25376,6913892173.0,ES,0.6,0.3,1567.0,1.0,-1.0,1.0,1.0,3.0,,1,52.0,0.0,E,S,0.2,-0.4,0.0,1.0
25377,6746510839.0,ES,0.3,0.9,1354.0,1.0,1.0,2.0,1.0,64.0,,1,83.0,0.0,E,S,-0.4,0.8,0.0,0.0
25378,7644399462.0,LE,0.7,0.3,1025.0,1.0,-1.0,1.0,1.0,25.0,2.0,0,12.0,0.0,E,E,0.4,-0.4,0.0,0.0
25379,634081070.0,ES,0.9,1.0,1072.0,1.0,1.0,2.0,1.0,134.0,,1,32.0,0.0,E,S,0.8,1.0,0.0,0.0
25380,6536250267.0,ES,0.9,0.5,1552.0,1.0,1.0,2.0,0.0,111.0,,0,65.0,0.0,E,S,0.8,0.0,0.0,1.0
25381,2340383061.0,ES,0.1,0.5,1987.0,1.0,-1.0,2.0,1.0,15.0,,1,77.0,0.0,E,S,-0.8,0.0,0.0,0.0
25382,6818692359.0,ES,0.4,1.0,1104.0,1.0,-1.0,2.0,1.0,2.0,,0,78.0,0.0,E,S,-0.2,1.0,0.0,1.0
25383,2548719039.0,ES,0.9,0.5,1415.0,-1.0,1.0,2.0,0.0,15.0,,1,48.0,0.0,E,S,0.8,0.0,0.0,0.0
25384,2948196849.0,ES,0.7,0.4,1230.0,-1.0,-1.0,1.0,1.0,82.0,,1,51.0,0.0,E,S,0.4,-0.2,0.0,1.0
25385,7040318414.0,ES,0.1,0.3,1931.0,-1.0,-1.0,1.0,0.0,23.0,,1,68.0,0.0,E,S,-0.8,-0.4,0.0,1.0
25386,5886832344.0,ES,0.8,0.9,1515.0,1.0,1.0,2.0,1.0,40.0,,0,47.0,0.0,E,S,0.6,0.8,0.0,1.0
25387,5995168617.0,LE,0.8,0.2,783.0,1.0,-1.0,1.0,1.0,4.0,1.0,1,3.0,0.0,E,E,0.6,-0.6,0.0,1.0
25388,516238557.0,ES,0.8,0.1,1194.0,-1.0,-1.0,1.0,1.0,68.0,,0,56.0,0.0,E,S,0.6,-0.8,0.0,0.0
25389,6759875536.0,ES,0.8,0.4,581.0,-1.0,1.0,1.0,1.0,54.0,,0,-7.0,0.0,E,S,0.6,-0.2,0.0,0.0
25390,1441521934.0,LE,0.6,0.4,581.0,1.0,-1.0,2.0,0.0,118.0,3.0,1,31.0,0.0,E,E,0.2,-0.2,0.0,0.0
25391,6575091711.0,ES,0.1,0.2,1495.0,-1.0,1.0,1.0,0.0,31.0,,0,82.0,0.0,E,S,-0.8,-0.6,0.0,0.0
25392,5639209336.0,ES,0.6,0.3,1074.0,-1.0,-1.0,1.0,1.0,32.0,,1,80.0,0.0,E,S,0.2,-0.4,0.0,1.0
25393,4276413360.0,ES,0.0,1.0,1073.0,1.0,-1.0,2.0,1.0,37.0,,1,72.0,0.0,E,S,-1.0,1.0,1.0,0.0
25394,63347449.0,ES,0.3,0.1,1642.0,-1.0,-1.0,1.0,1.0,27.0,,0,54.0,0.0,E,S,-0.4,-0.8,0.0,0.0
25395,9623733795.0,ES,0.3,1.0,2955.0,1.0,-1.0,2.0,1.0,11.0,,0,61.0,0.0,E,S,-0.4,1.0,0.0,1.0
25396,7690973318.0,ES,0.6,0.8,1453.0,1.0,1.0,2.0,1.0,39.0,,0,94.0,0.0,E,S,0.2,0.6,0.0,1.0
25397,5683011147.0,ES,0.9,0.4,2268.0,1.0,1.0,2.0,0.0,16.0,,1,15.0,0.0,E,S,0.8,-0.2,0.0,0.0
25398,898376521.0,LE,0.6,0.4,2991.0,-1.0,-1.0,2.0,0.0,33.0,3.0,1,4.0,0.0,E,E,0.2,-0.2,0.0,0.0
25399,8400002197.0,ES,0.1,0.4,261.0,-1.0,-1.0,1.0,0.0,19.0,,0,10.0,0.0,E,S,-0.8,-0.2,0.0,0.0
25400,7871387267.0,LE,0.7,0.3,1418.0,-1.0,-1.0,1.0,1.0,93.0,2.0,1,48.0,0.0,E,E,0.4,-0.4,0.0,1.0
25401,1114395372.0,ES,0.2,0.3,1908.0,1.0,-1.0,2.0,1.0,62.0,,0,87.0,0.0,E,S,-0.6,-0.4,0.0,1.0
25402,6614304926.0,ES,0.6,0.0,623.0,1.0,-1.0,1.0,1.0,52.0,,0,0.0,-1.0,E,S,0.2,-0.4,0.0,0.0
25403,942315783.0,ES,0.7,0.6,5891.0,1.0,-1.0,2.0,0.0,91.0,,1,44.0,0.0,E,S,0.4,0.2,0.0,0.0
25404,3375062974.0,ES,0.9,0.8,724.0,1.0,1.0,1.0,1.0,16.0,,0,-11.0,0.0,E,S,0.8,0.6,0.0,0.0
25405,9951360162.0,LE,0.6,0.4,1310.0,-1.0,1.0,2.0,0.0,63.0,3.0,1,36.0,0.0,E,E,0.2,-0.2,0.0,0.0
25406,5504238612.0,ES,0.7,0.3,1158.0,1.0,-1.0,1.0,1.0,32.0,,1,6.0,0.0,E,S,0.4,-0.4,0.0,1.0
25407,1873543041.0,ES,0.4,0.9,386.0,-1.0,1.0,1.0,0.0,141.0,,1,-18.0,0.0,E,S,-0.2,0.8,0.0,1.0
25408,276331577.0,ES,0.2,0.1,1636.0,-1.0,-1.0,2.0,0.0,5.0,,0,75.0,0.0,E,S,-0.6,-0.8,0.0,1.0
25409,5954135188.0,LE,0.9,0.1,649.0,1.0,-1.0,1.0,1.0,83.0,0.0,1,50.0,0.0,E,E,0.8,-0.8,0.0,1.0
25410,3808156870.0,LE,0.8,0.2,2304.0,1.0,-1.0,1.0,1.0,33.0,1.0,0,24.0,0.0,E,E,0.6,-0.6,0.0,0.0
25411,7253882370.0,ES,0.4,0.6,2482.0,1.0,-1.0,2.0,1.0,54.0,,0,108.0,0.0,E,S,-0.2,0.2,0.0,1.0
25412,6872035651.0,LE,0.9,0.1,970.0,1.0,-1.0,1.0,1.0,12.0,0.0,1,11.0,0.0,E,E,0.8,-0.8,0.0,1.0
25413,3190405317.0,ES,0.1,0.2,3677.0,-1.0,-1.0,2.0,1.0,26.0,,1,63.0,0.0,E,S,-0.8,-0.6,0.0,0.0
25414,6476824961.0,ES,0.4,0.6,1427.0,1.0,1.0,1.0,0.0,14.0,,1,126.0,0.0,E,S,-0.2,0.2,0.0,1.0
25415,8804881897.0,ES,0.7,0.3,1112.0,-1.0,-1.0,1.0,1.0,115.0,,0,72.0,0.0,E,S,0.4,-0.4,0.0,0.0
25416,640603376.0,ES,0.3,0.8,704.0,1.0,1.0,2.0,1.0,148.0,,1,33.0,0.0,E,S,-0.4,0.6,0.0,0.0
25417,1345834400.0,ES,0.4,0.5,979.0,1.0,1.0,2.0,1.0,72.0,,1,95.0,0.0,E,S,-0.2,0.0,0.0,0.0
25418,8881494125.0,ES,0.1,0.9,1110.0,1.0,-1.0,2.0,1.0,74.0,,0,37.0,0.0,E,S,-0.8,0.8,0.0,1.0
25419,7206312630.0,ES,0.1,0.9,1695.0,1.0,1.0,2.0,1.0,61.0,,1,66.0,0.0,E,S,-0.8,0.8,0.0,0.0
25420,9847129170.0,ES,0.1,0.9,1514.0,1.0,-1.0,2.0,1.0,111.0,,0,78.0,0.0,E,S,-0.8,0.8,0.0,1.0
25421,1900800062.0,ES,0.3,0.4,6163.0,-1.0,-1.0,1.0,0.0,99.0,,1,58.0,0.0,E,S,-0.4,-0.2,0.0,1.0
25422,7251742556.0,ES,0.9,0.0,2030.0,1.0,-1.0,1.0,1.0,6.0,,0,0.0,-1.0,E,S,0.8,-1.0,0.0,0.0
25423,4351474761.0,ES,0.9,0.6,2745.0,1.0,1.0,1.0,1.0,82.0,,1,43.0,0.0,E,S,0.8,0.2,0.0,1.0
