subject,exp_num,RT,modality
68,1,NaN,LE
69,1,1697,H
69,1,1408,LE
70,1,1824.5,H
70,1,2566,LE
71,1,1112,H
71,1,1672,LE
72,1,2428,H
72,1,2310,LE
73,1,1700,H
73,1,3742,LE
74,1,1089,H
74,1,2080,LE
75,1,1873.5,H
75,1,1753,LE
76,1,1193.5,H
76,1,1460.5,LE
77,2,1889,H
77,2,2151,LE
78,2,1875,H
78,2,1674,LE
79,2,3037,H
79,2,2358,LE
80,2,1600,H
80,2,2201.5,LE
81,2,8321,H
81,2,2686.5,LE
82,2,1747,H
82,2,2075.5,LE
83,2,2009.5,H
83,2,1582,LE
84,2,1265,H
84,2,NaN,LE
85,2,1481,H
85,2,3580,LE
86,2,1632,H
86,2,NaN,LE
87,2,1699,H
87,2,1744,LE
88,2,943.5,H
88,2,NaN,LE
89,2,1378,H
89,2,NaN,LE
90,2,1077,H
90,2,1230,LE
91,2,1271,H
91,2,1047.5,LE
92,2,1462,H
92,2,1428,LE
93,2,1299,H
93,2,1400,LE
94,2,2069,H
94,2,NaN,LE
95,2,1427,H
95,2,1085,LE
96,2,1654,H
96,2,1790.5,LE
97,2,1046,H
97,2,1316,LE
98,2,1517.5,H
98,2,1298.5,LE
99,2,1089,H
99,2,1657,LE
100,2,1581.5,H
100,2,NaN,LE
101,2,1057,H
101,2,1375,LE
102,2,1150,H
102,2,1741,LE
103,2,1158.5,H
103,2,1486,LE
104,2,969,H
104,2,1358.5,LE
105,2,1106.5,H
105,2,1585,LE
106,2,901,H
106,2,1584,LE
107,2,1361,H
107,2,1009,LE
108,2,1673,H
108,2,2269,LE
109,2,1292,H
109,2,1974,LE
110,2,NaN,H
110,2,1248,LE
111,2,1607,H
111,2,1365,LE
112,2,2412,H
112,2,2673,LE
113,2,1390,H
113,2,1297,LE
114,2,901,H
114,2,1150.5,LE
115,2,1633,H
115,2,NaN,LE
116,2,1436,H
116,2,1476,LE
117,2,2476,H
117,2,NaN,LE
118,2,3058,H
118,2,2091.5,LE
119,2,3133,H
119,2,1648,LE
120,2,1503,H
120,2,NaN,LE
121,2,1573.5,H
121,2,2088,LE
122,2,1020.5,H
122,2,NaN,LE
123,2,1767,H
123,2,1873,LE
124,2,1377,H
124,2,824,LE
125,2,1592,H
125,2,1207,LE
126,2,985,H
126,2,NaN,LE
127,2,932.5,H
127,2,1101,LE
128,2,741,H
128,2,1162,LE
129,2,1744.5,H
129,2,2483,LE
130,2,1060,H
130,2,562,LE
131,2,895,H
131,2,1959,LE
132,2,1064,H
132,2,2760,LE
133,2,960.5,H
133,2,1557,LE
134,2,1209,H
134,2,NaN,LE
135,2,1605,H
135,2,3126.5,LE
136,2,1386,H
136,2,947,LE
137,2,2658,H
137,2,4544,LE
138,2,920.5,H
138,2,1061,LE
139,2,1930,H
139,2,2723,LE
140,2,1620,H
140,2,2297,LE
141,2,1429,H
141,2,NaN,LE
142,2,1256,H
142,2,2631,LE
143,2,1403,H
143,2,3182,LE
144,2,2219,H
144,2,1912,LE
145,2,1065,H
145,2,NaN,LE
146,2,1043,H
146,2,1521,LE
147,2,1575.5,H
147,2,2784,LE
148,3,1296.5,H
148,3,1382.5,LE
149,3,1964.5,H
149,3,2788,LE
150,3,1309.5,H
150,3,1480,LE
151,3,947,H
151,3,NaN,LE
152,3,901,H
152,3,NaN,LE
153,3,1049.5,H
153,3,1344,LE
154,3,1527.5,H
154,3,1532,LE
155,3,5105,H
155,3,2452,LE
156,3,1243,H
156,3,1247,LE
157,3,1430,H
157,3,1757,LE
158,3,NaN,H
158,3,1186.5,LE
159,3,1351,H
159,3,1396,LE
160,3,828.5,H
160,3,NaN,LE
161,3,1965,H
161,3,2766.5,LE
162,3,1941,H
162,3,2219,LE
163,3,1519.5,H
163,3,1868.5,LE
164,3,1503.5,H
164,3,1294,LE
165,3,1683,H
165,3,3688,LE
166,3,1914,H
166,3,2108.5,LE
167,3,1583,H
167,3,1481,LE
168,3,2264,H
168,3,1192,LE
169,3,2397.5,H
169,3,2488,LE
170,3,571,H
170,3,561,LE
171,3,1722,H
171,3,1180,LE
172,3,1214,H
172,3,NaN,LE
173,3,2031,H
173,3,2741.5,LE
174,3,1158,H
174,3,699.5,LE
175,3,1481,H
175,3,1961,LE
176,3,1118,H
176,3,NaN,LE
177,3,1569.5,H
177,3,2363,LE
178,3,921.5,H
178,3,NaN,LE
179,3,1210,H
179,3,1390,LE
180,3,1147,H
180,3,1922,LE
181,3,2653,H
181,3,1640,LE
182,3,1457,H
182,3,1764,LE
183,3,1395.5,H
183,3,NaN,LE
184,3,1382.5,H
184,3,1922,LE
185,3,2485,H
185,3,2246,LE
186,3,1089,H
186,3,1306,LE
187,3,981.5,H
187,3,NaN,LE
188,3,1395,H
188,3,2287,LE
189,3,1621,H
189,3,1632,LE
190,3,1662.5,H
190,3,2583,LE
191,3,1611,H
191,3,2644,LE
192,3,1500,H
192,3,1962,LE
193,3,966.5,H
193,3,1002,LE
194,3,1016,H
194,3,1446,LE
195,3,1181.5,H
195,3,NaN,LE
196,3,921,H
196,3,1206,LE
197,3,2061,H
197,3,2845,LE
198,3,1597,H
198,3,1911,LE
199,3,1915.5,H
199,3,1587,LE
200,3,2282,H
200,3,2392,LE
201,3,1735.5,H
201,3,1937,LE
202,3,1335,H
202,3,1415,LE
203,3,1317,H
203,3,2051,LE
204,3,1298,H
204,3,1622,LE
205,3,1601,H
205,3,1518,LE
206,3,2200,H
206,3,1670,LE
207,3,902,H
207,3,1290,LE
208,3,1028.5,H
208,3,1153,LE
209,3,1627.5,H
209,3,3437,LE
210,3,1615.5,H
210,3,1282,LE
211,3,1637.5,H
211,3,2417,LE
212,3,1357.5,H
212,3,1757.5,LE
213,3,1994,H
213,3,1975,LE
214,3,1033,H
214,3,2523,LE
215,3,1240,H
215,3,1312,LE
216,3,1267.5,H
216,3,1074.5,LE
217,3,1008,H
217,3,NaN,LE
218,3,1579,H
218,3,1162,LE
219,3,2360,H
219,3,2638.5,LE
220,3,961.5,H
220,3,1463,LE
221,3,2571.5,H
221,3,2426,LE
222,3,1448,H
222,3,1496,LE
223,3,1837.5,H
223,3,1896,LE
224,3,1065,H
224,3,1552,LE
225,3,1106,H
225,3,1445,LE
226,3,1134,H
226,3,1310.5,LE
227,3,903.5,H
227,3,1267,LE
228,3,3536,H
228,3,3164,LE
229,3,1788,H
229,3,1883,LE
230,3,2020,H
230,3,1723.5,LE
231,4,5971,H
231,4,1640,LE
232,4,2849,H
232,4,1721,LE
233,4,2548,H
233,4,3640,LE
234,4,1410,H
234,4,2046,LE
235,4,1092,H
235,4,1646,LE
236,4,1519,H
236,4,1120,LE
237,4,3031,H
237,4,NaN,LE
238,4,955.5,H
238,4,NaN,LE
239,4,1267,H
239,4,914,LE
240,4,1505,H
240,4,1406,LE
241,4,1936,H
241,4,2029,LE
242,4,2874,H
242,4,3489,LE
243,4,1050.5,H
243,4,NaN,LE
244,4,4048,H
244,4,2449,LE
245,4,1471,H
245,4,NaN,LE
246,4,1157,H
246,4,1617,LE
247,4,2297,H
247,4,1047.5,LE
248,4,8557.5,H
248,4,2514,LE
249,4,NaN,H
249,4,1136,LE
250,4,957,H
250,4,4759,LE
251,4,1169.5,H
251,4,2028,LE
252,4,1263,H
252,4,1667,LE
253,4,1025,H
253,4,NaN,LE
254,4,1055,H
254,4,1641,LE
255,4,1757.5,H
255,4,6332,LE
256,4,927,H
256,4,NaN,LE
257,4,1173,H
257,4,2407,LE
258,4,1041,H
258,4,1324.5,LE
259,4,NaN,H
259,4,1537,LE
260,4,1388,H
260,4,800,LE
261,4,1478,H
261,4,1366,LE
262,4,963.5,H
262,4,2171,LE
263,4,1553,H
263,4,NaN,LE
264,4,1429,H
264,4,1956,LE
265,4,3160,H
265,4,2015,LE
266,4,973,H
266,4,1155,LE
267,4,1123.5,H
267,4,1273,LE
268,4,NaN,H
268,4,2520,LE
269,4,1329,H
269,4,3533,LE
270,4,1266,H
270,4,962.5,LE
271,4,1033.5,H
271,4,4523,LE
272,4,1210.5,H
272,4,1443,LE
273,4,1593,H
273,4,1920,LE
274,4,839,H
274,4,NaN,LE
275,4,2247,H
275,4,1363,LE
276,4,735.5,H
276,4,993,LE
277,4,1315.5,H
277,4,1610,LE
278,4,1479,H
278,4,5209,LE
279,4,1208,H
279,4,NaN,LE
280,4,1063,H
280,4,1069,LE
281,4,966,H
281,4,NaN,LE
282,4,1633,H
282,4,1708.5,LE
283,4,1562,H
283,4,2318,LE
284,4,NaN,H
284,4,1178,LE
285,4,1065,H
285,4,NaN,LE
286,4,932,H
286,4,1539,LE
287,4,1581,H
287,4,2947,LE
288,4,NaN,H
288,4,1562,LE
289,4,1265,H
289,4,1264.5,LE
290,4,1477,H
290,4,NaN,LE
291,4,1329,H
291,4,1810,LE
292,4,892,H
292,4,1202,LE
293,4,NaN,H
293,4,1992.5,LE
294,4,2384,H
294,4,1922,LE
295,4,976.5,H
295,4,NaN,LE
296,4,1448.5,H
296,4,NaN,LE
297,4,1026,H
297,4,1279.5,LE
298,4,2763,H
298,4,1898,LE
299,4,3751,H
299,4,1059,LE
300,4,836,H
300,4,NaN,LE
301,4,1631,H
301,4,NaN,LE
302,4,1315,H
302,4,NaN,LE
303,4,1157,H
303,4,NaN,LE
304,4,3288,H
304,4,1049,LE
305,4,960,H
305,4,1260,LE
306,4,845,H
306,4,1914,LE
307,4,5838,H
307,4,2448.5,LE
308,4,1390,H
308,4,1590,LE
309,4,1289,H
309,4,NaN,LE
310,4,1492,H
310,4,2171,LE
311,4,1264,H
311,4,958,LE
312,4,1962.5,H
312,4,1481,LE
313,4,4449,H
313,4,1557,LE
314,4,1834,H
314,4,1480,LE
315,4,822,H
315,4,1503,LE
316,4,970,H
316,4,1101.5,LE
317,4,1959,H
317,4,1485,LE
318,4,980.5,H
318,4,NaN,LE
319,5,1828,H
319,5,2754,LE
320,5,2887,H
320,5,1348,LE
321,5,1126,H
321,5,1921.5,LE
322,5,1821,H
322,5,1798,LE
323,5,1607,H
323,5,2559,LE
324,5,1019,H
324,5,1153,LE
325,5,982.5,H
325,5,1043,LE
326,5,1637.5,H
326,5,1194,LE
327,5,2391,H
327,5,3263,LE
328,5,1532.5,H
328,5,1301,LE
329,5,1621,H
329,5,1727,LE
330,5,2235,H
330,5,2935,LE
331,5,1406,H
331,5,1937.5,LE
332,5,2553,H
332,5,4530,LE
333,5,1310,H
333,5,1081.5,LE
334,5,1598,H
334,5,2376,LE
335,5,990.5,H
335,5,3698,LE
336,5,1671,H
336,5,834,LE
337,5,679,H
337,5,558,LE
338,5,1262,H
338,5,1831,LE
339,5,1308,H
339,5,2408.5,LE
340,5,1920,H
340,5,2453,LE
341,5,811,H
341,5,622,LE
342,5,2468,H
342,5,1678,LE
343,5,2094,H
343,5,2354.5,LE
344,5,1644,H
344,5,1869.5,LE
345,5,1048,H
345,5,1713,LE
346,5,704,H
346,5,1263,LE
347,5,883.5,H
347,5,1404,LE
348,5,2324,H
348,5,3352,LE
349,5,1587,H
349,5,3275.5,LE
350,5,1231.5,H
350,5,1158.5,LE
351,5,1771,H
351,5,1258,LE
352,5,988,H
352,5,975,LE
353,5,1771,H
353,5,1164,LE
354,5,1136,H
354,5,1765,LE
355,5,1709,H
355,5,NaN,LE
356,5,2799,H
356,5,NaN,LE
357,5,1616,H
357,5,2394,LE
358,5,2080,H
358,5,3201,LE
359,5,1273.5,H
359,5,1992,LE
360,5,1080,H
360,5,1035,LE
361,5,1333,H
361,5,1572,LE
362,5,1427,H
362,5,3044,LE
363,5,930,H
363,5,1005,LE
364,5,3940.5,H
364,5,4756,LE
365,5,1250,H
365,5,1738,LE
366,5,1327,H
366,5,1523.5,LE
367,5,1040.5,H
367,5,1216,LE
368,5,1819,H
368,5,1675,LE
369,5,1319,H
369,5,1640,LE
370,5,2591,H
370,5,2629,LE
371,5,1249,H
371,5,1047,LE
372,5,1449,H
372,5,NaN,LE
373,5,1046,H
373,5,1533.5,LE
374,5,1106,H
374,5,1544,LE
375,5,2657.5,H
375,5,2792,LE
376,5,3232,H
376,5,1909.5,LE
377,5,1157.5,H
377,5,1177,LE
378,5,2262,H
378,5,1899,LE
379,5,1183,H
379,5,1198,LE
380,5,1601,H
380,5,1305,LE
381,5,1303.5,H
381,5,1826.5,LE
382,5,1886,H
382,5,2246.5,LE
383,5,1677,H
383,5,1967,LE
384,5,1264.5,H
384,5,1325.5,LE
385,5,1733,H
385,5,2963,LE
386,5,1212,H
386,5,2821,LE
387,5,1676,H
387,5,NaN,LE
388,5,1451.5,H
388,5,1747,LE
389,5,3000,H
389,5,2609.5,LE
390,6,1643,H
390,6,1420,LE
391,6,1426,H
391,6,1845.5,LE
392,6,1334,H
392,6,1551,LE
393,6,1384,H
393,6,1616,LE
394,6,812,H
394,6,663,LE
395,6,1176,H
395,6,1045,LE
396,6,1253,H
396,6,1270,LE
397,6,1455,H
397,6,1659,LE
398,6,1439,H
398,6,1445.5,LE
399,6,3588.5,H
399,6,3453,LE
400,6,1674,H
400,6,1868,LE
401,6,1292,H
401,6,1638.5,LE
402,6,1012.5,H
402,6,1096,LE
403,6,1688,H
403,6,1713,LE
404,6,1057,H
404,6,1283,LE
405,6,13114,H
405,6,3483,LE
406,6,1532.5,H
406,6,1836,LE
407,6,1879,H
407,6,1458,LE
408,6,1219,H
408,6,1153.5,LE
409,6,1147,H
409,6,1208,LE
410,6,2144,H
410,6,1343,LE
411,6,2198,H
411,6,NaN,LE
412,6,862,H
412,6,NaN,LE
413,6,1412,H
413,6,1823,LE
414,6,1717,H
414,6,2332,LE
415,6,1013,H
415,6,1082.5,LE
416,6,1213,H
416,6,1697.5,LE
417,6,925,H
417,6,990,LE
418,6,1248.5,H
418,6,2212,LE
419,6,1832,H
419,6,1262,LE
420,6,1381,H
420,6,1203,LE
421,6,1908.5,H
421,6,2335.5,LE
422,6,867.5,H
422,6,1209,LE
423,6,1164.5,H
423,6,1569,LE
424,6,1640,H
424,6,1443,LE
425,6,1791.5,H
425,6,2456,LE
426,6,1435,H
426,6,1597,LE
427,6,1677,H
427,6,2072,LE
428,6,1365,H
428,6,2032.5,LE
429,6,2865,H
429,6,2737,LE
430,6,975,H
430,6,1239,LE
431,6,2320.5,H
431,6,2788,LE
432,6,3862,H
432,6,1406,LE
433,6,1308,H
433,6,1238.5,LE
434,6,2107.5,H
434,6,2915.5,LE
435,6,819,H
435,6,1343,LE
436,6,1184.5,H
436,6,1379,LE
437,6,1886,H
437,6,2013.5,LE
438,6,1567.5,H
438,6,1602,LE
439,6,2598.5,H
439,6,2294,LE
440,6,1038,H
440,6,1090,LE
441,6,1127,H
441,6,1509,LE
442,6,1374.5,H
442,6,1757,LE
443,6,971,H
443,6,1194,LE
444,6,1305.5,H
444,6,1678.5,LE
445,6,1444,H
445,6,2049.5,LE
446,6,2194,H
446,6,1975,LE
447,6,958,H
447,6,1054,LE
448,6,837.5,H
448,6,824,LE
449,6,1129.5,H
449,6,1308.5,LE
450,6,1087,H
450,6,880,LE
451,6,1385.5,H
451,6,1421,LE
452,6,1561,H
452,6,1991,LE
453,6,1570,H
453,6,1736,LE
454,6,1039,H
454,6,NaN,LE
455,6,1274.5,H
455,6,1307,LE
